D&C 20th Century	20th Century	Death & Co	Beefeater London Dry Gin  1.5	oz
PDT La Louche	La Louche	The PDT Cocktail Book	Yellow Chartreuse Liqueur	.25	oz
PDT La Louche	La Louche	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT La Perla	La Perla	The PDT Cocktail Book	Partida Reposado Tequila	1.5	oz
PDT La Perla	La Perla	The PDT Cocktail Book	Lustau Manzanilla Sherry	1.5	oz
PDT La Perla	La Perla	The PDT Cocktail Book	Mathilde Pear Liqueur	.75	oz
PDT La Perla	La Perla	The PDT Cocktail Book	Lemon	1	twist
PDT Last Word	Last Word	The PDT Cocktail Book	Tanqueray No. 10 Gin	.75	oz
PDT Last Word	Last Word	The PDT Cocktail Book	Luxardo Maraschino Liqueur	.75	oz
PDT Last Word	Last Word	The PDT Cocktail Book	Green Chartreuse Liqueur	.75	oz
PDT Last Word	Last Word	The PDT Cocktail Book	Lime	.75	oz
PDT Lawn Dart	Lawn Dart	The PDT Cocktail Book	Partida Blanco Tequila	1	oz
PDT Lawn Dart	Lawn Dart	The PDT Cocktail Book	Tanqueray No. 10 Gin	1	oz
PDT Lawn Dart	Lawn Dart	The PDT Cocktail Book	Lime	.75	oz
PDT Lawn Dart	Lawn Dart	The PDT Cocktail Book	Agave Syrup	.75	oz
PDT Lawn Dart	Lawn Dart	The PDT Cocktail Book	Green Chartreuse Liqueur	.25	oz
PDT Lawn Dart	Lawn Dart	The PDT Cocktail Book	Green Bell Pepper	1	5-inch slice
PDT Leapfrog	Leapfrog	The PDT Cocktail Book	Plymouth Gin	2	oz
PDT Leapfrog	Leapfrog	The PDT Cocktail Book	Lemon	.75	oz
PDT Leapfrog	Leapfrog	The PDT Cocktail Book	Rothman & Winter Orchard Apricot Liqueur	.5	oz
PDT Leapfrog	Leapfrog	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT Leapfrog	Leapfrog	The PDT Cocktail Book	House Orange Bitters	2	dash
PDT Leapfrog	Leapfrog	The PDT Cocktail Book	Mint	6	leaves
PDT Left Hand Cocktail	Left Hand Cocktail	The PDT Cocktail Book	Elijah Craig 12-Year Bourbon Whiskey	1.5	oz
PDT Left Hand Cocktail	Left Hand Cocktail	The PDT Cocktail Book	Carpano Antica Formula Sweet Vermouth	.75	oz
PDT Left Hand Cocktail	Left Hand Cocktail	The PDT Cocktail Book	Campari Liqueur	.75	oz
PDT Left Hand Cocktail	Left Hand Cocktail	The PDT Cocktail Book	Bittermens Xocolatl Mole Bitters	2	dash
PDT Left Hand Cocktail	Left Hand Cocktail	The PDT Cocktail Book	Brandied Cherry	3	unit
PDT Left Coast	Left Coast	The PDT Cocktail Book	Clear Creek Plum Brandy	.75	oz
PDT Left Coast	Left Coast	The PDT Cocktail Book	Anchor Genevieve Gin	.75	oz
PDT Left Coast	Left Coast	The PDT Cocktail Book	Luxardo Maraschino Liqueur	.5	oz
PDT Left Coast	Left Coast	The PDT Cocktail Book	Lemon	.5	oz
PDT Left Coast	Left Coast	The PDT Cocktail Book	Pineapple	.5	oz
PDT Left Coast	Left Coast	The PDT Cocktail Book	Rothman & Winter Crème de Violette Liqueur	1	barspoon
PDT Le Père Bis	Le Père Bis	The PDT Cocktail Book	Chamomile Tea	4	oz
PDT Le Père Bis	Le Père Bis	The PDT Cocktail Book	Ardbeg 10-Year Single Malt Scotch Whisky	1.5	oz
PDT Le Père Bis	Le Père Bis	The PDT Cocktail Book	St-Germain Elderflower Liqueur	.5	oz
PDT Le Père Bis	Le Père Bis	The PDT Cocktail Book	Honey Syrup	.5	oz
PDT Le Père Bis	Le Père Bis	The PDT Cocktail Book	Lemon Wedge	1	unit
PDT Le Père Bis	Le Père Bis	The PDT Cocktail Book	Clove	3	(stud lemon wedge)
PDT Lion’s Tooth	Lion’s Tooth	The PDT Cocktail Book	Rittenhouse Bonded Rye Whiskey	2	oz
PDT Lion’s Tooth	Lion’s Tooth	The PDT Cocktail Book	Lustau Palo Cortado Sherry	.75	oz
PDT Lion’s Tooth	Lion’s Tooth	The PDT Cocktail Book	Yellow Chartreuse Liqueur	.5	oz
PDT Lion’s Tooth	Lion’s Tooth	The PDT Cocktail Book	St-Germain Elderflower Liqueur	.25	oz
PDT L.e.s. Globetrotter	L.e.s. Globetrotter	The PDT Cocktail Book	Wild Turkey 101-proof Rye Whiskey	1.25	oz
PDT L.e.s. Globetrotter	L.e.s. Globetrotter	The PDT Cocktail Book	Hine V.S.O.P. Cognac	.75	oz
PDT L.e.s. Globetrotter	L.e.s. Globetrotter	The PDT Cocktail Book	Bénédictine Liqueur	.75	oz
PDT L.e.s. Globetrotter	L.e.s. Globetrotter	The PDT Cocktail Book	Rhum Clément Créole Shrubb	.5	oz
PDT L.e.s. Globetrotter	L.e.s. Globetrotter	The PDT Cocktail Book	Orange  1	twist
PDT Little Bit Country	Little Bit Country	The PDT Cocktail Book	Bulleit Bourbon Whiskey	2	oz
PDT Little Bit Country	Little Bit Country	The PDT Cocktail Book	Lemon	.75	oz
PDT Little Bit Country	Little Bit Country	The PDT Cocktail Book	Grade B Maple Syrup	.5	oz
PDT Little Bit Country	Little Bit Country	The PDT Cocktail Book	Luxardo Maraschino Liqueur	.25	oz
PDT Little Bit Country	Little Bit Country	The PDT Cocktail Book	Jalapeño	1	1/4 inch slice
PDT Little Bit Country	Little Bit Country	The PDT Cocktail Book	Angostura Bitters	1	dash
PDT Little Bit Country	Little Bit Country	The PDT Cocktail Book	House Orange Bitters	1	dash
PDT Little Bit Country	Little Bit Country	The PDT Cocktail Book	Orange  1 flamed twist
PDT Luau	Luau	The PDT Cocktail Book	Wray & Nephew Overproof Rum	.75	oz
PDT Luau	Luau	The PDT Cocktail Book	Appleton Estate V/X Rum	.75	oz
PDT Luau	Luau	The PDT Cocktail Book	El Dorado 15-Year Rum	.75	oz
PDT Luau	Luau	The PDT Cocktail Book	Lime	.5	oz
PDT Luau	Luau	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Luau	Luau	The PDT Cocktail Book	Boiron Passion Fruit Purée	.25	oz
PDT Luau	Luau	The PDT Cocktail Book	Orgeat	.25	oz
PDT Luau	Luau	The PDT Cocktail Book	Angostura Bitters	1	dash
PDT Mai-tai	Mai-tai	The PDT Cocktail Book	Banks 5 Island Rum	1	oz
PDT Mai-tai	Mai-tai	The PDT Cocktail Book	Rhum Clément V.S.O.P.	1	oz
PDT Mai-tai	Mai-tai	The PDT Cocktail Book	Lime	1	oz
PDT Mai-tai	Mai-tai	The PDT Cocktail Book	Marie Brizard Orange Curaçao Liqueur	.5	oz
PDT Mai-tai	Mai-tai	The PDT Cocktail Book	Orgeat	.5	oz
PDT Mae West Royal Diamond Fizz	Mae West Royal Diamond Fizz	The PDT Cocktail Book	Goji Berry-Infused Four Roses Single Barrel Bourbon Whiskey	2	oz
PDT Mae West Royal Diamond Fizz	Mae West Royal Diamond Fizz	The PDT Cocktail Book	Grapefruit	1	oz
PDT Mae West Royal Diamond Fizz	Mae West Royal Diamond Fizz	The PDT Cocktail Book	Pama Pomegranate Liqueur	.5	oz
PDT Mae West Royal Diamond Fizz	Mae West Royal Diamond Fizz	The PDT Cocktail Book	Egg	1	entire
PDT Manhattan	Manhattan	The PDT Cocktail Book	Wild Turkey 101-proof Rye Whiskey	2	oz
PDT Manhattan	Manhattan	The PDT Cocktail Book	Martini Sweet Vermouth	1	oz
PDT Manhattan	Manhattan	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Manhattan	Manhattan	The PDT Cocktail Book	Brandied Cherry	3	unit
PDT Margarita	Margarita	The PDT Cocktail Book	El Tesoro Platinum Tequila	2	oz
PDT Margarita	Margarita	The PDT Cocktail Book	Cointreau Liqueur	.75	oz
PDT Margarita	Margarita	The PDT Cocktail Book	Lime	.75	oz
PDT Margarita	Margarita	The PDT Cocktail Book	Agave Syrup	.25	oz
PDT Mariner	Mariner	The PDT Cocktail Book	Compass Box Oak Cross Blended Malt Scotch Whisky	2	oz
PDT Mariner	Mariner	The PDT Cocktail Book	Cardamom Syrup	.5	oz
PDT Mariner	Mariner	The PDT Cocktail Book	Pineapple	.25	oz
PDT Mariner	Mariner	The PDT Cocktail Book	Lemon	.25	oz
PDT Mariner	Mariner	The PDT Cocktail Book	Lemon	1	twist
PDT Martinez	Martinez	The PDT Cocktail Book	Hayman’s Old Tom Gin	1.5	oz
PDT Martinez	Martinez	The PDT Cocktail Book	Dolin Rouge Sweet Vermouth	1.5	oz
PDT Martinez	Martinez	The PDT Cocktail Book	Luxardo Maraschino Liqueur	.25	oz
PDT Martinez	Martinez	The PDT Cocktail Book	Adam Elmegirab’s Boker’s Bitters	2	dash
PDT Martinez	Martinez	The PDT Cocktail Book	Orange  1	twist
PDT Martini	Martini	The PDT Cocktail Book	Plymouth Gin	3	oz
PDT Martini	Martini	The PDT Cocktail Book	Dolin Dry Vermouth	1	oz
PDT Martini	Martini	The PDT Cocktail Book	Lemon	1	twist
PDT Mary Pickford	Mary Pickford	The PDT Cocktail Book	Banks 5 Island Rum	2	oz
PDT Mary Pickford	Mary Pickford	The PDT Cocktail Book	Pineapple	.75	oz
PDT Mary Pickford	Mary Pickford	The PDT Cocktail Book	Luxardo Maraschino Liqueur	.5	oz
PDT Mary Pickford	Mary Pickford	The PDT Cocktail Book	Grenadine	.25	oz
PDT Masataka Swizzle	Masataka Swizzle	The PDT Cocktail Book	Nikka Taketsuru 12-Year Japanese Malt Whisky	1.5	oz
PDT Masataka Swizzle	Masataka Swizzle	The PDT Cocktail Book	Luxardo Amaretto Liqueur	.5	oz
PDT Masataka Swizzle	Masataka Swizzle	The PDT Cocktail Book	Lemon	.5	oz
PDT Masataka Swizzle	Masataka Swizzle	The PDT Cocktail Book	Demerara Syrup	1	barspoon
PDT Masataka Swizzle	Masataka Swizzle	The PDT Cocktail Peychaud’s Bitters 3 dash (float)
PDT Master Cleanse	Master Cleanse	The PDT Cocktail Book	Laird’s Bonded Apple Brandy	2	oz
PDT Master Cleanse	Master Cleanse	The PDT Cocktail Book	Lemon	.75	oz
PDT Master Cleanse	Master Cleanse	The PDT Cocktail Book	Grade B Maple Syrup	.5	oz
PDT Master Cleanse	Master Cleanse	The PDT Cocktail Book	Jalapeño	2	1/4 inch slice
PDT Master Cleanse	Master Cleanse	The PDT Cocktail Book	Herb Pharm Goldenseal Tincture	20	drop
PDT Master Cleanse	Master Cleanse	The PDT Cocktail Book	Jalapeño  1 slice
PDT May Daisy	May Daisy	The PDT Cocktail Book	Hine V.S.O.P. Cognac	2	oz
PDT May Daisy	May Daisy	The PDT Cocktail Book	Lemon	1	oz
PDT May Daisy	May Daisy	The PDT Cocktail Book	Green Chartreuse Liqueur	.75	oz
PDT May Daisy	May Daisy	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT May Day	May Day	The PDT Cocktail Book	Plymouth Gin	.5	oz
PDT May Day	May Day	The PDT Cocktail Book	Aperol Liqueur	.5	oz
PDT May Day	May Day	The PDT Cocktail Book	Lemon	.5	oz
PDT May Day	May Day	The PDT Cocktail Book	Simple Syrup	1	barspoon
PDT May Day	May Day	The PDT Cocktail Book	Fee Brothers Rhubarb Bitters	3	dash
PDT May Day	May Day	The PDT Cocktail Book	Moët Imperial Champagne	2	oz
PDT Melon Stand	Melon Stand	The PDT Cocktail Book	Plymouth Gin	2	oz
PDT Melon Stand	Melon Stand	The PDT Cocktail Book	Watermelon	1	oz
PDT Melon Stand	Melon Stand	The PDT Cocktail Book	Lemon	.75	oz
PDT Melon Stand	Melon Stand	The PDT Cocktail Book	Aperol Liqueur	.5	oz
PDT Melon Stand	Melon Stand	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Mexicano	Mexicano	The PDT Cocktail Book	Partida Reposado Tequila	1.5	oz
PDT Mexicano	Mexicano	The PDT Cocktail Book	Gran Classico Bitter Liqueur	.75	oz
PDT Mexicano	Mexicano	The PDT Cocktail Book	Cucumber	3	1/4 inch slice
PDT Mexicano	Mexicano	The PDT Cocktail Book	Moët Imperial Champagne	2	oz
PDT Mezcal Mule	Mezcal Mule	The PDT Cocktail Book	Sombra Mezcal	1.5	oz
PDT Mezcal Mule	Mezcal Mule	The PDT Cocktail Book	Ginger Beer	1	oz
PDT Mezcal Mule	Mezcal Mule	The PDT Cocktail Book	Lime	.75	oz
PDT Mezcal Mule	Mezcal Mule	The PDT Cocktail Book	Boiron Passion Fruit Purée	.75	oz
PDT Mezcal Mule	Mezcal Mule	The PDT Cocktail Book	Agave Syrup	.5	oz
PDT Mezcal Mule	Mezcal Mule	The PDT Cocktail Book	Cucumber	4	slice
PDT Midnight Express	Midnight Express	The PDT Cocktail Book	Coffee	3	oz
PDT Midnight Express	Midnight Express	The PDT Cocktail Book	Walnut-Infused Hine V.S.O.P. Cognac	1.5	oz
PDT Midnight Express	Midnight Express	The PDT Cocktail Book	Luxardo Amaretto Liqueur	.25	oz
PDT Midnight Express	Midnight Express	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT Midnight Express	Midnight Express	The PDT Cocktail Book	Cream	1	whipped topping
PDT Midnight Express	Midnight Express	The PDT Cocktail Book	Nutmeg  1 grating
PDT Milk Punch	Milk Punch	The PDT Cocktail Book	Whole Milk	1.5	oz
PDT Milk Punch	Milk Punch	The PDT Cocktail Book	Pierre Ferrand Ambre Cognac	1	oz
PDT Milk Punch	Milk Punch	The PDT Cocktail Book	Myers’s Dark Rum	1	oz
PDT Milk Punch	Milk Punch	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT Milk Punch	Milk Punch	The PDT Cocktail Book	Nutmeg  1 grating
PDT Mint Apple Crisp	Mint Apple Crisp	The PDT Cocktail Book	Apple	2	oz
PDT Mint Apple Crisp	Mint Apple Crisp	The PDT Cocktail Book	Masumi Arabashiri Sake	1	oz
PDT Mint Apple Crisp	Mint Apple Crisp	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT Mint Apple Crisp	Mint Apple Crisp	The PDT Cocktail Book	Granny Smith Apple	3	1/4 inch slice
PDT Mint Apple Crisp	Mint Apple Crisp	The PDT Cocktail Book	Mint	2	leaves
PDT Mint Julep	Mint Julep	The PDT Cocktail Book	Booker’s Bourbon Whiskey	2.5	oz
PDT Mint Julep	Mint Julep	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Mint Julep	Mint Julep	The PDT Cocktail Book	Mint	8	leaves
PDT Mojito	Mojito	The PDT Cocktail Book	Banks 5 Island Rum	2	oz
PDT Mojito	Mojito	The PDT Cocktail Book	Simple Syrup	1	oz
PDT Mojito	Mojito	The PDT Cocktail Book	Lime	.75	oz
PDT Mojito	Mojito	The PDT Cocktail Book	Mint	8	leaves
PDT Mojito	Mojito	The PDT Cocktail Book	Club Soda	1	oz
PDT Montgomery Smith	Montgomery Smith	The PDT Cocktail Book	Hine V.S.O.P. Cognac	2	oz
PDT Montgomery Smith	Montgomery Smith	The PDT Cocktail Book	Bénédictine Liqueur	.5	oz
PDT Montgomery Smith	Montgomery Smith	The PDT Cocktail Book	Fernet-Branca Liqueur	.25	oz
PDT Montgomery Smith	Montgomery Smith	The PDT Cocktail Book	Lemon	1	twist
PDT Monkey Gland	Monkey Gland	The PDT Cocktail Book	Beefeater London Dry Gin	2	oz
PDT Monkey Gland	Monkey Gland	The PDT Cocktail Book	Orange	1	oz
PDT Monkey Gland	Monkey Gland	The PDT Cocktail Book	Al Wadi Pomegranate Molasses	1	barspoon
PDT Morango Fizz	Morango Fizz	The PDT Cocktail Book	Strawberry-Infused Mãe de Ouro Cachaça	2	oz
PDT Morango Fizz	Morango Fizz	The PDT Cocktail Book	Lemon	.75	oz
PDT Morango Fizz	Morango Fizz	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT Morango Fizz	Morango Fizz	The PDT Cocktail Book	Egg	1	white
PDT Moscow Mule	Moscow Mule	The PDT Cocktail Book	Smirnoff Black Vodka	1.5	oz
PDT Moscow Mule	Moscow Mule	The PDT Cocktail Book	Ginger Beer	1	oz
PDT Moscow Mule	Moscow Mule	The PDT Cocktail Book	Simple Syrup	1	oz
PDT Moscow Mule	Moscow Mule	The PDT Cocktail Book	Lime	.75	oz
PDT Mount Vernon	Mount Vernon	The PDT Cocktail Book	Clear Creek Kirschwasser Brandy	1	oz
PDT Mount Vernon	Mount Vernon	The PDT Cocktail Book	Gran Duque D’Alba Brandy de Jerez	1	oz
PDT Mount Vernon	Mount Vernon	The PDT Cocktail Book	Grapefruit	.75	oz
PDT Mount Vernon	Mount Vernon	The PDT Cocktail Book	Lustau Pedro Ximénez Sherry	.5	oz
PDT Mount Vernon	Mount Vernon	The PDT Cocktail Book	Cherry Heering Liqueur	.5	oz
PDT Mount Vernon	Mount Vernon	The PDT Cocktail Book	Brandied Cherry	3	unit
PDT Mum’s Apple Pie	Mum’s Apple Pie	The PDT Cocktail Book	Havana Club 7-Year Rum	1.5	oz
PDT Mum’s Apple Pie	Mum’s Apple Pie	The PDT Cocktail Book	Apple	1	oz
PDT Mum’s Apple Pie	Mum’s Apple Pie	The PDT Cocktail Book	Lemon	.75	oz
PDT Mum’s Apple Pie	Mum’s Apple Pie	The PDT Cocktail Book	Demerara Syrup	.5	oz
PDT Navy Grog	Navy Grog	The PDT Cocktail Book	Gosling’s Black Seal Rum	1	oz
PDT Navy Grog	Navy Grog	The PDT Cocktail Book	Appleton Estate Reserve Rum	1	oz
PDT Navy Grog	Navy Grog	The PDT Cocktail Book	El Dorado 15-Year Rum	1	oz
PDT Navy Grog	Navy Grog	The PDT Cocktail Book	Lime	.75	oz
PDT Navy Grog	Navy Grog	The PDT Cocktail Book	Grapefruit	.75	oz
PDT Navy Grog	Navy Grog	The PDT Cocktail Book	Honey Syrup	.5	oz
PDT Negroni	Negroni	The PDT Cocktail Book	Beefeater London Dry Gin	1.25	oz
PDT Negroni	Negroni	The PDT Cocktail Book	Campari Liqueur	1.25	oz
PDT Negroni	Negroni	The PDT Cocktail Book	Martini Sweet Vermouth	1.25	oz
PDT Negroni	Negroni	The PDT Cocktail Book	Orange  1	twist
PDT New Amsterdam	New Amsterdam	The PDT Cocktail Book	Bols Genever	2	oz
PDT New Amsterdam	New Amsterdam	The PDT Cocktail Book	Clear Creek Kirschwasser Brandy	1	oz
PDT New Amsterdam	New Amsterdam	The PDT Cocktail Book	Simple Syrup	1	barspoon
PDT New Amsterdam	New Amsterdam	The PDT Cocktail Book	Peychaud’s Bitters	2	dash
PDT New Amsterdam	New Amsterdam	The PDT Cocktail Book	Lemon	1	twist
PDT Newark	Newark	The PDT Cocktail Book	Laird’s Bonded Apple Brandy	2	oz
PDT Newark	Newark	The PDT Cocktail Book	Vya Sweet Vermouth	1	oz
PDT Newark	Newark	The PDT Cocktail Book	Fernet-Branca Liqueur	.25	oz
PDT Newark	Newark	The PDT Cocktail Book	Maraska Maraschino Liqueur	.25	oz
PDT Newfangled	Newfangled	The PDT Cocktail Book	Old Grand-Dad Bonded Bourbon Whiskey	2	oz
PDT Newfangled	Newfangled	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT Newfangled	Newfangled	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Newfangled	Newfangled	The PDT Cocktail Book	Orange	1	half-wheel
PDT Newfangled	Newfangled	The PDT Cocktail Book	Brandied Cherry	3	unit
PDT Newfangled	Newfangled	The PDT Cocktail Book	Southampton Double White Ale  2	oz (float)
PDT New York Flip	New York Flip	The PDT Cocktail Book	Elijah Craig 12-Year Bourbon Whiskey	1	oz
PDT New York Flip	New York Flip	The PDT Cocktail Book	Heavy Cream	.5	oz
PDT New York Flip	New York Flip	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT New York Flip	New York Flip	The PDT Cocktail Book	Egg	1	yolk
PDT New York Flip	New York Flip	The PDT Cocktail Book	Noval Black Port  .75	oz (float)
PDT Nigori Milk Punch	Nigori Milk Punch	The PDT Cocktail Book	Kamoizumi Nigori Sake	2	oz
PDT Nigori Milk Punch	Nigori Milk Punch	The PDT Cocktail Book	Hine V.S.O.P. Cognac	1	oz
PDT Nigori Milk Punch	Nigori Milk Punch	The PDT Cocktail Book	Navan Vanilla Liqueur	.5	oz
PDT Nigori Milk Punch	Nigori Milk Punch	The PDT Cocktail Book	Feldman’s Barrel-Aged Bitters	3	dash
PDT Nigori Milk Punch	Nigori Milk Punch	The PDT Cocktail Book	Nutmeg  1 grating
PDT Noce Royale	Noce Royale	The PDT Cocktail Book	Beefeater London Dry Gin	1.5	oz
PDT Noce Royale	Noce Royale	The PDT Cocktail Book	Plymouth Sloe Gin Liqueur	.5	oz
PDT Noce Royale	Noce Royale	The PDT Cocktail Book	Monteverdi Nocino Liqueur	.25	oz
PDT Noce Royale	Noce Royale	The PDT Cocktail Book	Moët Imperial Champagne 2	oz
PDT Norman Inversion	Norman Inversion	The PDT Cocktail Book	Aviation Gin	1	oz
PDT Norman Inversion	Norman Inversion	The PDT Cocktail Book	Schönauer Apfel Schnapps Liqueur	.5	oz
PDT Norman Inversion	Norman Inversion	The PDT Cocktail Book	Grapefruit	.25	oz
PDT Norman Inversion	Norman Inversion	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT Norman Inversion	Norman Inversion	The PDT Cocktail Book	Regan’s Orange Bitters	1	dash
PDT Norman Inversion	Norman Inversion	The PDT Cocktail Book	Dupont Brut Sparkling Cider 2	oz
PDT Nouveau Carré	Nouveau Carré	The PDT Cocktail Book	Ocho Añejo Tequila	1.5	oz
PDT Nouveau Carré	Nouveau Carré	The PDT Cocktail Book	Lillet Blanc Aperitif Wine	.75	oz
PDT Nouveau Carré	Nouveau Carré	The PDT Cocktail Book	Bénédictine Liqueur	.25	oz
PDT Nouveau Carré	Nouveau Carré	The PDT Cocktail Book	Peychaud’s Bitters	3	dash
PDT Nouveau Carré	Nouveau Carré	The PDT Cocktail Book	Lemon	1	twist
PDT Nouveau Sangaree	Nouveau Sangaree	The PDT Cocktail Book	Beaujolais Nouveau Wine	2	oz
PDT Nouveau Sangaree	Nouveau Sangaree	The PDT Cocktail Book	Laird’s Bonded Apple Brandy	1.5	oz
PDT Nouveau Sangaree	Nouveau Sangaree	The PDT Cocktail Book	Plymouth Sloe Gin Liqueur	.5	oz
PDT Nouveau Sangaree	Nouveau Sangaree	The PDT Cocktail Book	Grade B Maple Syrup	.25	oz
PDT Nouveau Sangaree	Nouveau Sangaree	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Noval Cup	Noval Cup	The PDT Cocktail Book	Noval Black Port	2	oz
PDT Noval Cup	Noval Cup	The PDT Cocktail Book	Lemon	.5	oz
PDT Noval Cup	Noval Cup	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Noval Cup	Noval Cup	The PDT Cocktail Book	Strawberry	1	unit
PDT Noval Cup	Noval Cup	The PDT Cocktail Book	Club Soda	2	oz
PDT Noval Cup	Noval Cup	The PDT Cocktail Book	Cucumber  1 wheel
PDT Nth Degree	Nth Degree	The PDT Cocktail Book	Rhum Clément V.S.O.P.	1	oz
PDT Nth Degree	Nth Degree	The PDT Cocktail Book	Laird’s Bonded Apple Brandy	1	oz
PDT Nth Degree	Nth Degree	The PDT Cocktail Book	Green Chartreuse Liqueur	.5	oz
PDT Nth Degree	Nth Degree	The PDT Cocktail Book	Demerara Sugar	1	cube
PDT Nth Degree	Nth Degree	The PDT Cocktail Book	Fee Brothers Whiskey Barrel-Aged Bitters	2	dash
PDT Nth Degree	Nth Degree	The PDT Cocktail Book	Orange  1	twist
PDT Nth Degree	Nth Degree	The PDT Cocktail Book	Lemon	1	twist
PDT Occidental	Occidental	The PDT Cocktail Book	Linie Aquavit	2	oz
PDT Occidental	Occidental	The PDT Cocktail Book	Grand Marnier Liqueur	.75	oz
PDT Occidental	Occidental	The PDT Cocktail Book	Amaro Nonino Liqueur	.5	oz
PDT Occidental	Occidental	The PDT Cocktail Book	Orange  1	twist
PDT Old-fashioned Whiskey Cocktail	Old-fashioned Whiskey Cocktail	The PDT Cocktail Book	Wild Turkey 101-proof Rye Whiskey	2	oz
PDT Old-fashioned Whiskey Cocktail	Old-fashioned Whiskey Cocktail	The PDT Cocktail Book	Demerara Sugar	1	cube
PDT Old-fashioned Whiskey Cocktail	Old-fashioned Whiskey Cocktail	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Old-fashioned Whiskey Cocktail	Old-fashioned Whiskey Cocktail	The PDT Cocktail Book	Lemon	1	twist
PDT Old Flame	Old Flame	The PDT Cocktail Book	Plymouth Gin	2	oz
PDT Old Flame	Old Flame	The PDT Cocktail Book	Lemon	.75	oz
PDT Old Flame	Old Flame	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT Old Flame	Old Flame	The PDT Cocktail Book	Egg	1	white
PDT Old Flame	Old Flame	The PDT Cocktail Book	Green Chartreuse  .5 	oz (float)
PDT Old Maid	Old Maid	The PDT Cocktail Book	Plymouth Gin	2	oz
PDT Old Maid	Old Maid	The PDT Cocktail Book	Lime	1	oz
PDT Old Maid	Old Maid	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT Old Maid	Old Maid	The PDT Cocktail Book	Mint	6	leaves
PDT Old Maid	Old Maid	The PDT Cocktail Book	Cucumber	4	slices (1 garnish)
PDT Old Pal	Old Pal	The PDT Cocktail Book	Old Overholt Rye Whiskey	2	oz
PDT Old Pal	Old Pal	The PDT Cocktail Book	Dolin Dry Vermouth	.75	oz
PDT Old Pal	Old Pal	The PDT Cocktail Book	Campari Liqueur	.75	oz
PDT Opera Cocktail	Opera Cocktail	The PDT Cocktail Book	Plymouth Gin	2	oz
PDT Opera Cocktail	Opera Cocktail	The PDT Cocktail Book	Dubonnet Rouge Aperitif Wine	1	oz
PDT Opera Cocktail	Opera Cocktail	The PDT Cocktail Book	Mandarine Napoléon Liqueur	.25	oz
PDT Opera Cocktail	Opera Cocktail	The PDT Cocktail Book	House Orange Bitters	1	dash
PDT Opera Cocktail	Opera Cocktail	The PDT Cocktail Book	Orange  1	twist
PDT Paddington	Paddington	The PDT Cocktail Book	Banks 5 Island Rum	1.5	oz
PDT Paddington	Paddington	The PDT Cocktail Book	Lillet Blanc Aperitif Wine	.5	oz
PDT Paddington	Paddington	The PDT Cocktail Book	Grapefruit	.5	oz
PDT Paddington	Paddington	The PDT Cocktail Book	Lemon	.5	oz
PDT Paddington	Paddington	The PDT Cocktail Book	Bonne Maman Orange Marmalade	1	barspoon
PDT Paddington	Paddington	The PDT Cocktail Book	Grapefruit	1	twist
PDT Paddy Wallbanger	Paddy Wallbanger	The PDT Cocktail Book	Black Bush Irish Whiskey	1.5	oz
PDT Paddy Wallbanger	Paddy Wallbanger	The PDT Cocktail Book	Dolin Dry Vermouth	1.5	oz
PDT Paddy Wallbanger	Paddy Wallbanger	The PDT Cocktail Book	Galliano L’Autentico Liqueur	.5	oz
PDT Paddy Wallbanger	Paddy Wallbanger	The PDT Cocktail Book	House Orange Bitters	2	dash
PDT Paloma	Paloma	The PDT Cocktail Book	Siete Leguas Reposado Tequila	2	oz
PDT Paloma	Paloma	The PDT Cocktail Book	Lime	.5	oz
PDT Parkside Fizz	Parkside Fizz	The PDT Cocktail Book	Hangar One Buddha’s Hand Vodka	2	oz
PDT Parkside Fizz	Parkside Fizz	The PDT Cocktail Book	Lemon	.75	oz
PDT Parkside Fizz	Parkside Fizz	The PDT Cocktail Book	Orgeat	.5	oz
PDT Parkside Fizz	Parkside Fizz	The PDT Cocktail Book	Mint	8	leaves
PDT Paul’s Club Cocktail	Paul’s Club Cocktail	The PDT Cocktail Book	Tanqueray No. 10 Gin	2	oz
PDT Paul’s Club Cocktail	Paul’s Club Cocktail	The PDT Cocktail Book	Concord Shrubb	1	oz
PDT Paul’s Club Cocktail	Paul’s Club Cocktail	The PDT Cocktail Book	Simple Syrup	.25	oz
